supplier,code,stock,stock_calculation,timestamp
BGA,6PK1715,55,10,2024-07-30 10:58:57
BGA,6PK1720,492,10,2024-07-30 10:58:57
BGA,6PK1725,63,10,2024-07-30 10:58:57
BGA,6PK1733,92,10,2024-07-30 10:58:57
BGA,6PK1740,437,10,2024-07-30 10:58:57
BGA,6PK1743,1007,10,2024-07-30 10:58:57
BGA,6PK1750,147,10,2024-07-30 10:58:57
BGA,6PK1760,41,10,2024-07-30 10:58:57
BGA,6PK1767,127,10,2024-07-30 10:58:57
BGA,6PK1775,19,10,2024-07-30 10:58:57
BGA,6PK1780,63,10,2024-07-30 10:58:57
BGA,6PK1795,352,10,2024-07-30 10:58:57
BGA,6PK1800,28,10,2024-07-30 10:58:57
BGA,6PK1805,9,9,2024-07-30 10:58:57
BGA,6PK1815,116,10,2024-07-30 10:58:57
BGA,6PK1820,45,10,2024-07-30 10:58:57
BGA,6PK1830,69,10,2024-07-30 10:58:57
BGA,6PK1836,175,10,2024-07-30 10:58:57
BGA,6PK1836E,58,10,2024-07-30 10:58:57
BGA,6PK1840,202,10,2024-07-30 10:58:57
BGA,6PK1845,335,10,2024-07-30 10:58:57
BGA,6PK1847,217,10,2024-07-30 10:58:57
BGA,6PK1850,513,10,2024-07-30 10:58:57
BGA,6PK1863,4,4,2024-07-30 10:58:57
BGA,6PK1870,532,10,2024-07-30 10:58:57
BGA,6PK1873,110,10,2024-07-30 10:58:57
BGA,6PK1880,1,1,2024-07-30 10:58:57
BGA,6PK1885,0,0,2024-07-30 10:58:57
BGA,6PK1887E,0,0,2024-07-30 10:58:57
BGA,6PK1900,100,10,2024-07-30 10:58:57
BGA,6PK1905,696,10,2024-07-30 10:58:57
BGA,6PK1910,0,0,2024-07-30 10:58:57
BGA,6PK1915,128,10,2024-07-30 10:58:57
BGA,6PK1920,15,10,2024-07-30 10:58:57
BGA,6PK1930,21,10,2024-07-30 10:58:57
BGA,6PK1938,117,10,2024-07-30 10:58:57
BGA,6PK1950,0,0,2024-07-30 10:58:57
BGA,6PK1955,41,10,2024-07-30 10:58:57
BGA,6PK1965,36,10,2024-07-30 10:58:57
BGA,6PK1973,0,0,2024-07-30 10:58:57
BGA,6PK1980,9,9,2024-07-30 10:58:57
BGA,6PK1990,86,10,2024-07-30 10:58:57
BGA,6PK2000,138,10,2024-07-30 10:58:57
BGA,6PK2013,5,5,2024-07-30 10:58:57
BGA,6PK2030,51,10,2024-07-30 10:58:57
BGA,6PK2040,9,9,2024-07-30 10:58:57
BGA,6PK2050,79,10,2024-07-30 10:58:57
BGA,6PK2055,4,4,2024-07-30 10:58:57
BGA,6PK2065,170,10,2024-07-30 10:58:57
BGA,6PK2077,45,10,2024-07-30 10:58:57
BGA,6PK2080,367,10,2024-07-30 10:58:57
BGA,6PK2090,38,10,2024-07-30 10:58:57
BGA,6PK2094,0,0,2024-07-30 10:58:57
BGA,6PK2100,260,10,2024-07-30 10:58:57
BGA,6PK2115,74,10,2024-07-30 10:58:57
BGA,6PK2120,80,10,2024-07-30 10:58:57
BGA,6PK2135,79,10,2024-07-30 10:58:57
BGA,6PK2140,71,10,2024-07-30 10:58:57
BGA,6PK2145,16,10,2024-07-30 10:58:57
BGA,6PK2155,334,10,2024-07-30 10:58:57
BGA,6PK2160,100,10,2024-07-30 10:58:57
BGA,6PK2170,2,2,2024-07-30 10:58:57
BGA,6PK2190,46,10,2024-07-30 10:58:57
BGA,6PK2196,69,10,2024-07-30 10:58:57
BGA,6PK2203,3,3,2024-07-30 10:58:57
BGA,6PK2210,796,10,2024-07-30 10:58:57
BGA,6PK2215,23,10,2024-07-30 10:58:57
BGA,6PK2220,101,10,2024-07-30 10:58:57
BGA,6PK2225,7,7,2024-07-30 10:58:57
BGA,6PK2241,42,10,2024-07-30 10:58:57
BGA,6PK2245,0,0,2024-07-30 10:58:57
BGA,6PK2250,18,10,2024-07-30 10:58:57
BGA,6PK2260,695,10,2024-07-30 10:58:57
BGA,6PK2264,106,10,2024-07-30 10:58:57
BGA,6PK2271,218,10,2024-07-30 10:58:57
BGA,6PK2277,34,10,2024-07-30 10:58:57
BGA,6PK2280,37,10,2024-07-30 10:58:57
BGA,6PK2285,261,10,2024-07-30 10:58:57
BGA,6PK2300,36,10,2024-07-30 10:58:57
BGA,6PK2310,168,10,2024-07-30 10:58:57
BGA,6PK2315,42,10,2024-07-30 10:58:57
BGA,6PK2330,13,10,2024-07-30 10:58:57
BGA,6PK2345,116,10,2024-07-30 10:58:57
BGA,6PK2380,32,10,2024-07-30 10:58:57
BGA,6PK2390,108,10,2024-07-30 10:58:57
BGA,6PK2404,70,10,2024-07-30 10:58:57
BGA,6PK2415,183,10,2024-07-30 10:58:57
BGA,6PK2460,112,10,2024-07-30 10:58:57
BGA,6PK2475,5,5,2024-07-30 10:58:57
BGA,6PK2490,117,10,2024-07-30 10:58:57
BGA,6PK2498,143,10,2024-07-30 10:58:57
BGA,6PK2504,6,6,2024-07-30 10:58:57
BGA,6PK2513,36,10,2024-07-30 10:58:57
BGA,6PK2523,115,10,2024-07-30 10:58:57
BGA,6PK2550,0,0,2024-07-30 10:58:57
BGA,6PK2563,0,0,2024-07-30 10:58:57
BGA,6PK2581,64,10,2024-07-30 10:58:57
BGA,6PK2603,2,2,2024-07-30 10:58:57
BGA,6PK2615,15,10,2024-07-30 10:58:57
BGA,6PK2870,36,10,2024-07-30 10:58:57
BGA,6PK675,29,10,2024-07-30 10:58:57
BGA,6PK684E,15,10,2024-07-30 10:58:57
BGA,6PK688,12,10,2024-07-30 10:58:57
BGA,6PK691E,92,10,2024-07-30 10:58:57
BGA,6PK701E,34,10,2024-07-30 10:58:57
BGA,6PK730,268,10,2024-07-30 10:58:57
BGA,6PK737,105,10,2024-07-30 10:58:57
BGA,6PK751,98,10,2024-07-30 10:58:57
BGA,AG4835,74,10,2024-07-30 10:58:57
BGA,AG4869,20,10,2024-07-30 10:58:57
BGA,AG4894,43,10,2024-07-30 10:58:57
BGA,AG5601,0,0,2024-07-30 10:58:57
BGA,AG5615,19,10,2024-07-30 10:58:57
BGA,AG5648,58,10,2024-07-30 10:58:57
BGA,AG5808,5,5,2024-07-30 10:58:57
BGA,AG5920,3,3,2024-07-30 10:58:57
BGA,AG5933,12,10,2024-07-30 10:58:57
BGA,AG6014,76,10,2024-07-30 10:58:57
BGA,AG6020,22,10,2024-07-30 10:58:57
